_id,ReportedYear,Category,Subtype,AssaultSubtype,Sex,AgeGroup,AgeCohort,Count_
1,2014,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Adult,'25-34',2
2,2014,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Adult,'55-64',1
3,2014,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'18-24',1
4,2014,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'25-34',5
5,2014,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'35-44',3
6,2014,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'45-54',1
7,2014,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'55-64',1
9,2014,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'18-24',2
10,2014,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'25-34',21
11,2014,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'35-44',19
12,2014,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'45-54',14
13,2014,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'55-64',1
15,2014,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,'25-34',1
16,2014,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,'35-44',1
18,2014,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'25-34',4
19,2014,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'35-44',2
20,2014,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'45-54',1
22,2014,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'18-24',1
23,2014,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'25-34',22
24,2014,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'35-44',4
25,2014,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'45-54',1
27,2014,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'18-24',33
28,2014,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'25-34',84
29,2014,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'35-44',35
30,2014,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'45-54',14
31,2014,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'55-64',5
32,2014,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'65+',1
34,2014,Crimes Against the Person,Assault,Other,F,Adult,'18-24',1460
35,2014,Crimes Against the Person,Assault,Other,F,Adult,'25-34',1904
36,2014,Crimes Against the Person,Assault,Other,F,Adult,'35-44',1276
37,2014,Crimes Against the Person,Assault,Other,F,Adult,'45-54',919
38,2014,Crimes Against the Person,Assault,Other,F,Adult,'55-64',388
39,2014,Crimes Against the Person,Assault,Other,F,Adult,'65+',287
40,2014,Crimes Against the Person,Assault,Other,F,Child,'<12',325
42,2014,Crimes Against the Person,Assault,Other,F,Youth,'12-17',525
43,2014,Crimes Against the Person,Assault,Other,M,Adult,'18-24',1056
44,2014,Crimes Against the Person,Assault,Other,M,Adult,'25-34',1667
45,2014,Crimes Against the Person,Assault,Other,M,Adult,'35-44',1141
46,2014,Crimes Against the Person,Assault,Other,M,Adult,'45-54',1183
47,2014,Crimes Against the Person,Assault,Other,M,Adult,'55-64',611
48,2014,Crimes Against the Person,Assault,Other,M,Adult,'65+',285
49,2014,Crimes Against the Person,Assault,Other,M,Child,'<12',506
51,2016,Crimes Against the Person,Other,,U,Adult,'18-24',1
52,2016,Crimes Against the Person,Other,,U,Adult,'25-34',1
53,2016,Crimes Against the Person,Other,,U,Adult,'35-44',2
54,2016,Crimes Against the Person,Other,,U,Adult,'45-54',1
56,2016,Crimes Against the Person,Robbery,,F,Adult,'18-24',191
57,2016,Crimes Against the Person,Robbery,,F,Adult,'25-34',185
58,2016,Crimes Against the Person,Robbery,,F,Adult,'35-44',114
59,2016,Crimes Against the Person,Robbery,,F,Adult,'45-54',122
60,2016,Crimes Against the Person,Robbery,,F,Adult,'55-64',97
61,2016,Crimes Against the Person,Robbery,,F,Adult,'65+',41
62,2016,Crimes Against the Person,Robbery,,F,Child,'<12',6
64,2016,Crimes Against the Person,Robbery,,F,Youth,'12-17',77
65,2016,Crimes Against the Person,Robbery,,M,Adult,'18-24',703
66,2016,Crimes Against the Person,Robbery,,M,Adult,'25-34',434
67,2016,Crimes Against the Person,Robbery,,M,Adult,'35-44',222
68,2016,Crimes Against the Person,Robbery,,M,Adult,'45-54',258
69,2016,Crimes Against the Person,Robbery,,M,Adult,'55-64',162
70,2016,Crimes Against the Person,Robbery,,M,Adult,'65+',63
71,2016,Crimes Against the Person,Robbery,,M,Child,'<12',17
73,2016,Crimes Against the Person,Robbery,,M,Youth,'12-17',699
74,2016,Crimes Against the Person,Robbery,,U,Adult,'18-24',1
75,2016,Crimes Against the Person,Robbery,,U,Adult,'35-44',1
76,2016,Crimes Against the Person,Robbery,,U,Youth,'12-17',2
77,2016,Crimes Against the Person,Sexual Violation,,F,Adult,'18-24',515
78,2016,Crimes Against the Person,Sexual Violation,,F,Adult,'25-34',417
79,2016,Crimes Against the Person,Sexual Violation,,F,Adult,'35-44',181
80,2016,Crimes Against the Person,Sexual Violation,,F,Adult,'45-54',100
81,2016,Crimes Against the Person,Sexual Violation,,F,Adult,'55-64',56
82,2016,Crimes Against the Person,Sexual Violation,,F,Adult,'65+',35
83,2016,Crimes Against the Person,Sexual Violation,,F,Child,'<12',208
85,2016,Crimes Against the Person,Sexual Violation,,F,Youth,'12-17',434
86,2016,Crimes Against the Person,Sexual Violation,,M,Adult,'18-24',43
87,2016,Crimes Against the Person,Sexual Violation,,M,Adult,'25-34',24
88,2016,Crimes Against the Person,Sexual Violation,,M,Adult,'35-44',15
89,2016,Crimes Against the Person,Sexual Violation,,M,Adult,'45-54',11
90,2016,Crimes Against the Person,Sexual Violation,,M,Adult,'55-64',6
91,2016,Crimes Against the Person,Sexual Violation,,M,Adult,'65+',2
92,2016,Crimes Against the Person,Sexual Violation,,M,Child,'<12',87
94,2016,Crimes Against the Person,Sexual Violation,,M,Youth,'12-17',48
95,2016,Crimes Against the Person,Sexual Violation,,U,Adult,'18-24',1
96,2016,Crimes Against the Person,Sexual Violation,,U,Youth,'12-17',1
97,2017,Crimes Against the Person,Assault,Aggravated Peace Officer,F,Adult,'65+',1
98,2017,Crimes Against the Person,Assault,Aggravated Peace Officer,M,Adult,'35-44',1
100,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'18-24',1
101,2015,Crimes Against the Person,Assault,Other,F,Child,'<12',296
103,2015,Crimes Against the Person,Assault,Other,F,Youth,'12-17',510
104,2015,Crimes Against the Person,Assault,Other,M,Adult,'18-24',1255
105,2015,Crimes Against the Person,Assault,Other,M,Adult,'25-34',1700
106,2015,Crimes Against the Person,Assault,Other,M,Adult,'35-44',1217
107,2015,Crimes Against the Person,Assault,Other,M,Adult,'45-54',1301
108,2015,Crimes Against the Person,Assault,Other,M,Adult,'55-64',682
109,2015,Crimes Against the Person,Assault,Other,M,Adult,'65+',335
110,2015,Crimes Against the Person,Assault,Other,M,Child,'<12',470
112,2015,Crimes Against the Person,Robbery,,M,Child,'<12',16
113,2015,Crimes Against the Person,Assault,Other,M,Youth,'12-17',543
114,2015,Crimes Against the Person,Assault,Other,U,Adult,'18-24',1
115,2015,Crimes Against the Person,Assault,Other,U,Adult,'45-54',1
116,2015,Crimes Against the Person,Other,,F,Adult,'18-24',533
117,2015,Crimes Against the Person,Other,,F,Adult,'25-34',858
119,2015,Crimes Against the Person,Other,,F,Adult,'35-44',575
120,2015,Crimes Against the Person,Robbery,,M,Youth,'12-17',615
121,2015,Crimes Against the Person,Other,,F,Adult,'45-54',409
122,2015,Crimes Against the Person,Robbery,,U,Adult,'18-24',1
123,2015,Crimes Against the Person,Other,,F,Adult,'55-64',184
124,2015,Crimes Against the Person,Sexual Violation,,F,Adult,'18-24',475
125,2015,Crimes Against the Person,Other,,F,Adult,'65+',125
126,2015,Crimes Against the Person,Sexual Violation,,F,Adult,'25-34',362
127,2015,Crimes Against the Person,Other,,F,Child,'<12',64
128,2015,Crimes Against the Person,Sexual Violation,,F,Adult,'35-44',180
130,2015,Crimes Against the Person,Sexual Violation,,F,Adult,'45-54',114
131,2015,Crimes Against the Person,Other,,F,Youth,'12-17',261
132,2015,Crimes Against the Person,Sexual Violation,,F,Adult,'55-64',35
133,2015,Crimes Against the Person,Other,,M,Adult,'18-24',297
134,2015,Crimes Against the Person,Sexual Violation,,F,Adult,'65+',33
135,2015,Crimes Against the Person,Other,,M,Adult,'25-34',486
136,2015,Crimes Against the Person,Sexual Violation,,F,Child,'<12',233
137,2015,Crimes Against the Person,Other,,M,Adult,'35-44',463
139,2015,Crimes Against the Person,Other,,M,Adult,'45-54',441
140,2015,Crimes Against the Person,Sexual Violation,,F,Youth,'12-17',409
141,2015,Crimes Against the Person,Other,,M,Adult,'55-64',260
142,2015,Crimes Against the Person,Sexual Violation,,M,Adult,'18-24',41
143,2015,Crimes Against the Person,Other,,M,Adult,'65+',140
144,2015,Crimes Against the Person,Sexual Violation,,M,Adult,'25-34',31
145,2015,Crimes Against the Person,Other,,M,Child,'<12',89
146,2015,Crimes Against the Person,Sexual Violation,,M,Adult,'35-44',15
148,2015,Crimes Against the Person,Sexual Violation,,M,Adult,'45-54',14
149,2015,Crimes Against the Person,Other,,M,Youth,'12-17',173
150,2015,Crimes Against the Person,Sexual Violation,,M,Adult,'55-64',4
151,2015,Crimes Against the Person,Other,,U,Adult,'25-34',1
152,2015,Crimes Against the Person,Other,,U,Adult,'35-44',1
154,2015,Crimes Against the Person,Robbery,,F,Adult,'18-24',190
155,2015,Crimes Against the Person,Robbery,,F,Adult,'25-34',175
156,2015,Crimes Against the Person,Robbery,,F,Adult,'35-44',109
157,2015,Crimes Against the Person,Robbery,,F,Adult,'45-54',136
158,2015,Crimes Against the Person,Robbery,,F,Adult,'55-64',78
159,2015,Crimes Against the Person,Robbery,,F,Adult,'65+',61
160,2015,Crimes Against the Person,Robbery,,F,Child,'<12',8
162,2015,Crimes Against the Person,Robbery,,F,Youth,'12-17',66
163,2015,Crimes Against the Person,Robbery,,M,Adult,'18-24',634
164,2015,Crimes Against the Person,Robbery,,M,Adult,'25-34',404
165,2015,Crimes Against the Person,Robbery,,M,Adult,'35-44',200
166,2015,Crimes Against the Person,Robbery,,M,Adult,'45-54',227
167,2015,Crimes Against the Person,Robbery,,M,Adult,'55-64',154
168,2015,Crimes Against the Person,Robbery,,M,Adult,'65+',94
169,2015,Crimes Against the Person,Sexual Violation,,M,Adult,'65+',9
170,2015,Crimes Against the Person,Sexual Violation,,M,Child,'<12',100
172,2015,Crimes Against the Person,Sexual Violation,,M,Youth,'12-17',70
174,2016,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'18-24',3
175,2016,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'25-34',14
176,2016,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'35-44',5
177,2016,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'45-54',6
179,2016,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'18-24',3
180,2016,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'25-34',33
181,2016,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'35-44',26
182,2016,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'45-54',13
183,2016,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'55-64',5
184,2016,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'65+',1
186,2016,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,'35-44',2
187,2016,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,'45-54',1
189,2016,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'25-34',1
190,2016,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'45-54',5
192,2016,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'18-24',11
193,2016,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'25-34',13
194,2016,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'35-44',11
195,2016,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'45-54',2
196,2016,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'55-64',1
197,2016,Crimes Against the Person,Assault,Assault Resist Arrest,F,Adult,'65+',1
199,2016,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'18-24',49
200,2016,Crimes Against the Person,Assault,Assault Resist Arrest,M,Adult,'25-34',80
201,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'25-34',17
202,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'35-44',11
203,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'45-54',7
204,2017,Crimes Against the Person,Assault,Assault Peace Officer,F,Adult,'55-64',3
206,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'18-24',4
207,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'25-34',51
208,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'35-44',52
209,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'45-54',32
210,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'55-64',4
211,2017,Crimes Against the Person,Assault,Assault Peace Officer,M,Adult,'65+',3
214,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,F,Adult,'25-34',4
216,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'18-24',2
217,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'25-34',3
218,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'35-44',8
219,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'45-54',3
220,2017,Crimes Against the Person,Assault,Assault Peace Officer Weapon/Bodily Harm,M,Adult,'55-64',3
